# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.395295560359954834e-01 2.852762863039970398e-02 2.126635611057281494e-01 1.399994194507598877e-01 2.852762863039970398e-02 2.126635611057281494e-01
1.000000000000000000e+03 1.139314917963929474e-04 1.172864722320809960e-04 2.020025551319122314e-01 9.947342186933383346e-05 1.172864722320809960e-04 2.020025551319122314e-01
2.000000000000000000e+03 2.673821756616234779e-03 1.906645957205910236e-05 1.765100359916687012e-01 1.129571348428726196e-03 1.906645957205910236e-05 1.765100359916687012e-01
3.000000000000000000e+03 3.816476557403802872e-03 4.789150807482656091e-06 1.438777744770050049e-01 3.318656003102660179e-03 4.789150807482656091e-06 1.438777744770050049e-01
4.000000000000000000e+03 3.915039356797933578e-03 3.442481556703569368e-06 1.179965734481811523e-01 9.437277913093566895e-03 3.442481556703569368e-06 1.179965734481811523e-01
5.000000000000000000e+03 4.253055434674024582e-03 3.258737251599086449e-06 1.089863628149032593e-01 1.637004874646663666e-02 3.258737251599086449e-06 1.089863628149032593e-01
6.000000000000000000e+03 4.266385920345783234e-03 2.320675321243470535e-06 1.045318841934204102e-01 1.475922856479883194e-02 2.320675321243470535e-06 1.045318841934204102e-01
7.000000000000000000e+03 4.078263882547616959e-03 2.681129899428924546e-06 1.011475548148155212e-01 1.257279235869646072e-02 2.681129899428924546e-06 1.011475548148155212e-01
8.000000000000000000e+03 3.654863918200135231e-03 3.199003458576044068e-06 9.811985492706298828e-02 1.293803658336400986e-02 3.199003458576044068e-06 9.811985492706298828e-02
9.000000000000000000e+03 2.843016525730490685e-03 2.675455561984563246e-06 9.501768648624420166e-02 1.986248791217803955e-02 2.675455561984563246e-06 9.501768648624420166e-02
1.000000000000000000e+04 2.250107703730463982e-03 2.576317001512506977e-06 9.217265248298645020e-02 3.150599822402000427e-02 2.576317001512506977e-06 9.217265248298645020e-02
1.100000000000000000e+04 1.894735614769160748e-03 3.977439064328791574e-06 8.966568112373352051e-02 4.317829757928848267e-02 3.977439064328791574e-06 8.966568112373352051e-02
1.200000000000000000e+04 2.206032630056142807e-03 3.093945224463823251e-06 8.740024268627166748e-02 5.509830266237258911e-02 3.093945224463823251e-06 8.740024268627166748e-02
1.300000000000000000e+04 1.184005755931138992e-03 2.423912746962741949e-06 8.483432233333587646e-02 6.771761178970336914e-02 2.423912746962741949e-06 8.483432233333587646e-02
1.400000000000000000e+04 1.025301404297351837e-03 2.145434336853213608e-06 8.255758881568908691e-02 7.893892377614974976e-02 2.145434336853213608e-06 8.255758881568908691e-02
1.500000000000000000e+04 4.534779582172632217e-03 7.980806003615725785e-06 8.051933348178863525e-02 8.683579415082931519e-02 7.980806003615725785e-06 8.051933348178863525e-02
1.600000000000000000e+04 8.101209532469511032e-04 2.107514774252194911e-06 7.808193564414978027e-02 9.704421460628509521e-02 2.107514774252194911e-06 7.808193564414978027e-02
1.700000000000000000e+04 7.483216468244791031e-04 2.246431222374667414e-06 7.612052559852600098e-02 1.023261696100234985e-01 2.246431222374667414e-06 7.612052559852600098e-02
1.800000000000000000e+04 7.093457388691604137e-04 1.974670567506109364e-06 7.428307831287384033e-02 1.078678295016288757e-01 1.974670567506109364e-06 7.428307831287384033e-02
1.900000000000000000e+04 6.842108559794723988e-04 1.786579787221853621e-06 7.262524217367172241e-02 1.117391437292098999e-01 1.786579787221853621e-06 7.262524217367172241e-02
2.000000000000000000e+04 1.142431329935789108e-02 3.091146254519117065e-06 7.142372429370880127e-02 1.117559000849723816e-01 3.091146254519117065e-06 7.142372429370880127e-02
2.000000000000000000e+04 1.142431329935789108e-02 3.091146254519117065e-06 7.142372429370880127e-02 1.117559000849723816e-01 3.091146254519117065e-06 7.142372429370880127e-02
2.100000000000000000e+04 7.800381630659103394e-03 2.741563912422861904e-05 3.059090301394462585e-02 1.117559000849723816e-01 3.091146254519117065e-06 7.142372429370880127e-02
2.113800000000000000e+04 7.338383700698614120e-03 9.036114352056756616e-05 2.896257676184177399e-02 1.222920179367065430e+00 9.036114352056756616e-05 2.896257676184177399e-02
